Quarter,Category,Name,End Amount,End Cost
20222,21.36,Огнетушитель углекислотный ОУ-5 Ярпожинвест,1,1185.0
20222,21.36,Огнетушитель углекислотный ОУ-5 Ярпожинвест,1,1185.0
20222,21.36,"Подставка П-15 ""Тоир-М""",1,276.5
20222,21.36,"Подставка П-15 ""Тоир-М""",1,276.5
20222,21.36,"Подставка П-15 ""Тоир-М""",1,276.5
20222,21.36,"Подставка П-15 ""Тоир-М""",1,276.5
20222,21.36,"Подставка П-15 ""Тоир-М""",1,276.5
20222,21.36,"Подставка П-15 ""Тоир-М""",1,276.5
20222,21.36,"Подставка П-15 ""Тоир-М""",1,276.5
20222,21.36,"Подставка П-15 ""Тоир-М""",1,276.5
20222,21.36,"Подставка П-15 ""Тоир-М""",1,276.5
20222,21.36,"Подставка П-15 ""Тоир-М""",1,276.5
20222,21.36,"Подставка П-15 ""Тоир-М""",1,276.5
20222,21.36,"Подставка П-15 ""Тоир-М""",1,276.5
20222,21.36,"Подставка П-15 ""Тоир-М""",1,276.5
20222,21.36,"Подставка П-15 ""Тоир-М""",1,276.5
20222,21.36,"Подставка П-15 ""Тоир-М""",1,276.5
20222,21.36,"Подставка П-15 ""Тоир-М""",1,276.5
20222,21.36,"Подставка П-15 ""Тоир-М""",1,276.5
20222,21.36,"Подставка П-15 ""Тоир-М""",1,276.5
20222,21.36,"Подставка П-15 ""Тоир-М""",1,276.5
20222,21.36,"Подставка П-15 ""Тоир-М""",1,276.5
20222,21.36,"Корзина для пожарного рукава НПО "" Русарсенал""",1,458.2
20222,21.36,"Корзина для пожарного рукава НПО "" Русарсенал""",1,458.2
20222,21.36,Фотолюминесцентный план эвакуации 600*400мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1510.0
20222,21.36,Фотолюминесцентный план эвакуации 600*400мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1510.0
20222,21.36,Фотолюминесцентный план эвакуации 600*400мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1510.0
20222,21.36,Фотолюминесцентный план эвакуации 600*400мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1510.0
20222,21.36,Фотолюминесцентный план эвакуации 600*400мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1510.0
20222,21.36,Фотолюминесцентный план эвакуации 600*400мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1510.0
20222,21.36,Фотолюминесцентный план эвакуации 600*400мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1510.0
20222,21.36,Фотолюминесцентный план эвакуации 600*400мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1510.0
20222,21.36,Фотолюминесцентный план эвакуации 600*400мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1510.0
20222,21.36,Фотолюминесцентный план эвакуации 600*400мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1510.0
20222,21.36,Фотолюминесцентный план эвакуации 600*400мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1510.0
20222,21.36,Фотолюминесцентный план эвакуации 600*400мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1510.0
20222,21.36,Фотолюминесцентный план эвакуации 600*400мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1510.0
20222,21.36,Фотолюминесцентный план эвакуации 600*400мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1510.0
20222,21.36,Фотолюминесцентный план эвакуации 600*400мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1510.0
20222,21.36,Фотолюминесцентный план эвакуации 600*400мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1510.0
20222,21.36,Фотолюминесцентный план эвакуации 600*400мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1510.0
20222,21.36,Фотолюминесцентный план эвакуации 600*400мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1510.0
20222,21.36,Фотолюминесцентный план эвакуации 400*300мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1083.0
20222,21.36,Фотолюминесцентный план эвакуации 400*300мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1083.0
20222,21.36,Фотолюминесцентный план эвакуации 400*300мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1083.0
20222,21.36,Фотолюминесцентный план эвакуации 400*300мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1083.0
20222,21.36,Фотолюминесцентный план эвакуации 400*300мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1083.0
20222,21.36,Фотолюминесцентный план эвакуации 400*300мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1083.0
20222,21.36,Фотолюминесцентный план эвакуации 400*300мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1083.0
20222,21.36,Фотолюминесцентный план эвакуации 400*300мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1083.0
20222,21.36,Фотолюминесцентный план эвакуации 400*300мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1083.0
20222,21.36,Фотолюминесцентный план эвакуации 400*300мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1083.0
20222,21.36,Фотолюминесцентная инструкция 400*300мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1070.0
20222,21.36,Фотолюминесцентная инструкция 400*300мм на ПВХ подложке в алюминиевой рамке серебро матовое PH03,1,1070.0
20222,21.36,Механический микрометр 0-25 мм MATRIX,1,1164.6
20222,21.36,"Стол рабочий коллекции ТандемА, 120х65 см, цвет черный, арт.ТК-002908006451",1,8709.8
20222,21.36,"Стол рабочий коллекции ТандемА, 120х65 см, цвет черный, арт.ТК-002908006451",1,8709.8
20222,21.36,Стремянка алюминиевая Krause Monto 5 ступеней (арт. 128959),1,4540.8
20222,21.36,Фотолюминесцентный план эвакуации,1,2846.67
20222,21.36,Фотолюминесцентный план эвакуации,1,2846.67
20222,21.36,Фотолюминесцентный план эвакуации,1,2846.66
20222,21.36,"Конференц-кресло с подлокотниками, экокожа, белый",1,4926.51
20222,21.36,"Конференц-кресло с подлокотниками, экокожа, белый",1,4926.51
20222,21.36,"Конференц-кресло с подлокотниками, экокожа, белый",1,4926.51
20222,21.36,"Конференц-кресло с подлокотниками, экокожа, белый",1,4926.51
20222,21.36,"Конференц-кресло с подлокотниками, экокожа, белый",1,4926.51
20222,21.36,"Конференц-кресло с подлокотниками, экокожа, белый",1,4926.51
20222,21.36,Тумба мобильная,1,6643.0
20222,21.36,Тумба мобильная,1,6643.0
20222,21.36,Тумба мобильная,1,6643.0
20222,21.36,Тумба мобильная,1,6643.0
20222,21.36,Тумба мобильная,1,6643.0
20222,21.36,Тумба мобильная,1,6643.0
20222,21.36,Тумба мобильная,1,6643.0
20222,21.36,Тумба мобильная,1,6643.0
20222,21.36,Тумба мобильная,1,6643.0
20222,21.36,Тумба мобильная,1,6643.0
20222,21.36,Тумба мобильная,1,6643.0
20222,21.36,Тумба мобильная,1,6643.0
20222,21.36,Тумба мобильная,1,6643.0
20222,21.36,Тумба мобильная,1,6643.0
20222,21.36,Тумба мобильная,1,6643.0
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Станция рабочая на два рабочих места (друг напротив друга),1,12472.5
20222,21.36,Полка навесная,1,3012.9
20222,21.36,Полка навесная,1,3012.9
20222,21.36,Полка навесная,1,3012.9
20222,21.36,Полка навесная,1,3012.9
20222,21.36,Полка навесная,1,3012.9
20222,21.36,Полка навесная,1,3012.9
20222,21.36,Детектор металла Bosch GMS 120 PROF (0601081000),1,6146.4
20222,21.36,Платформенная тележка ТП 4,1,5673.49
20222,21.36,Платформенная тележка ТП 4,1,5673.49
20222,21.36,Платформенная тележка ТП 4,1,5673.49
20222,21.36,Складная тележка FF-S,1,6069.5
20222,21.36,Складная тележка FF-S,1,6069.5
20222,21.36,Складная тележка FF-S,1,6069.5
20222,21.36,Складная тележка FF-S,1,6069.5
20222,21.36,"Стол рабочий ДПС ,длина 1.4 м",1,2600.0
20222,21.36,"Стол рабочий ДПС ,длина 1.4 м",1,2600.0
20222,21.36,"Стол рабочий ДПС ,длина 1.4 м",1,2600.0
20222,21.36,"Стол рабочий ДПС ,длина 1.4 м",1,2600.0
20222,21.36,"Стол рабочий ДПС ,длина 1.4 м",1,2600.0
20222,21.36,"Стол рабочий ДПС ,длина 1.4 м",1,2600.0
20222,21.36,"Стол рабочий ДПС ,длина 1.4 м",1,2600.0
20222,21.36,"Стол рабочий ДПС ,длина 1.4 м",1,2600.0
20222,21.36,"Стол рабочий ДПС ,длина 1.4 м",1,2600.0
20222,21.36,"Стол рабочий ДПС ,длина 1.4 м",1,2600.0
20222,21.36,"Стол рабочий ДПС ,длина 1.4 м",1,2600.0
20222,21.36,"Стол рабочий ДПС ,длина 1.4 м",1,2600.0
20222,21.36,"Стол рабочий ДПС ,длина 1.4 м",1,2600.0
20222,21.36,"Стол рабочий ДПС ,длина 1.4 м",1,2600.0
20222,21.36,"Стол рабочий ДПС ,длина 1.4 м",1,2600.0
20222,21.36,"Стол рабочий ДПС ,длина 1.4 м",1,2600.0
20222,21.36,"Подставка передвижная для рециркуляторов "" Бриз""",1,1930.5
20222,21.36,"Подставка передвижная для рециркуляторов "" Бриз""",1,1930.5
20222,21.36,"Подставка передвижная для рециркуляторов "" Бриз""",1,1930.5
20222,21.36,"Подставка передвижная для рециркуляторов "" Бриз""",1,1930.5
20222,21.36,"Подставка передвижная для рециркуляторов "" Бриз""",1,1930.5
20222,21.36,"Подставка передвижная для рециркуляторов "" Бриз""",1,1930.5
20222,21.36,"Подставка передвижная для рециркуляторов "" Бриз""",1,1930.5
20222,21.36,"Уничтожитель документов HSM Shredstar X5 бел, 4 ур. секр., блист, 18л",1,9504.0
20222,21.36,"Уничтожитель документов HSM Shredstar X5 бел, 4 ур. секр., блист, 18л",1,9504.0
20222,21.36,Уничтожитель документов HSM Shredstar S10 (6 мм),1,9900.0
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",1,5153.97
20222,21.36,Тумба офисная под оргтехнику/сервисная из древесины(древесных материалов),1,4472.98
20222,21.36,Тумба офисная под оргтехнику/сервисная из древесины(древесных материалов),1,4472.98
20222,21.36,Тумба офисная под оргтехнику/сервисная из древесины(древесных материалов),1,4472.98
20222,21.36,Тумба офисная под оргтехнику/сервисная из древесины(древесных материалов),1,4472.98
20222,21.36,Тумба офисная под оргтехнику/сервисная из древесины(древесных материалов),1,4472.98
20222,21.36,Тумба офисная под оргтехнику/сервисная из древесины(древесных материалов),1,4472.98
20222,21.36,Тумба офисная под оргтехнику/сервисная из древесины(древесных материалов),1,4472.98
20222,21.36,Тумба офисная под оргтехнику/сервисная из древесины(древесных материалов),1,4472.98
20222,21.36,Тумба офисная под оргтехнику/сервисная из древесины(древесных материалов),1,4472.98
20222,21.36,Тумба офисная под оргтехнику/сервисная из древесины(древесных материалов),1,4472.98
20222,21.36,"Шкаф деревянный для документов, купе, 80х38х75, альп. дуб",1,4962.79
20222,21.36,"Шкаф деревянный для документов, купе, 80х38х75, альп. дуб",1,4962.79
20222,21.36,"Шкаф деревянный для документов, купе, 80х38х75, альп. дуб",1,4962.79
20222,21.36,"Шкаф деревянный для документов, купе, 80х38х75, альп. дуб",1,4962.79
20222,21.36,"Шкаф деревянный для документов, купе, 80х38х75, альп. дуб",1,4962.79
