Quarter,Category,Code,Name,Measure,Start Amount,Start Cost,Flow In Amount,Flow In Cost,Flow Out Amount,Flow Out Cost,End Amount,End Cost
20222,101.36,02-0000000017,Уничтожитель документов (HSM Classic 104.3(3.9),ед,1.0,32525.0,,,,,1.0,32525.0
20222,101.36,02-0000000017,Уничтожитель документов (HSM Classic 104.3(3.9),ед,1.0,32525.0,,,,,1.0,32525.0
20222,101.36,02-0000000017,Уничтожитель документов (HSM Classic 104.3(3.9),ед,1.0,32525.0,,,,,1.0,32525.0
20222,101.36,02-0000000017,Уничтожитель документов (HSM Classic 104.3(3.9),ед,1.0,32525.0,,,,,1.0,32525.0
20222,101.36,02-0000000017,Уничтожитель документов DUO,ед,1.0,7075.34,,,,,1.0,7075.34
20222,101.36,02-0000000017,Уничтожитель документов FELLOWES,ед,1.0,4019.54,,,,,1.0,4019.54
20222,101.36,02-0000000017,"Уничтожитель документов HSM Shredstar X13, 4,0х37 white",ед,0.0,0.0,1.0,26643.0,,,1.0,26643.0
20222,101.36,02-0000000017,Уничтожитель документов Office Kit S 75,ед,0.0,0.0,1.0,8100.0,1.0,8100.0,0.0,0.0
20222,101.36,02-0000000017,Уничтожитель документов Office Kit S 75,ед,0.0,0.0,1.0,8100.0,1.0,8100.0,0.0,0.0
20222,101.36,02-0000000017,Уничтожитель документов Office Kit S 75,ед,0.0,0.0,1.0,8100.0,1.0,8100.0,0.0,0.0
20222,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20222,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20222,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20222,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20222,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20222,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20222,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20222,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20222,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20222,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20222,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см,ед,1.0,5023.27,,,,,1.0,5023.27
20222,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см ATTACHE,ед,1.0,6159.66,,,,,1.0,6159.66
20222,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см ATTACHE,ед,1.0,6159.66,,,,,1.0,6159.66
20222,101.36,02-0000000017,Флипчарт магнитно-маркерный 70х100 см ATTACHE,ед,1.0,6159.66,,,,,1.0,6159.66
20222,101.36,02-0000000017,Фонарь ФПС 4/6 ПМ в комплекте с АЗУ,ед,0.0,0.0,1.0,3960.0,1.0,3960.0,0.0,0.0
20222,101.36,02-0000000017,Фонарь ФПС 4/6 ПМ в комплекте с АЗУ,ед,0.0,0.0,1.0,3960.0,1.0,3960.0,0.0,0.0
20222,101.36,02-0000000017,Фонарь ФПС 4/6 ПМ в комплекте с АЗУ,ед,0.0,0.0,1.0,3960.0,1.0,3960.0,0.0,0.0
20222,101.36,02-0000000017,Фонарь ФПС 4/6 ПМ в комплекте с АЗУ,ед,0.0,0.0,1.0,3960.0,1.0,3960.0,0.0,0.0
20222,101.36,02-0000000017,Фонарь ФПС 4/6 ПМ в комплекте с АЗУ,ед,0.0,0.0,1.0,3960.0,1.0,3960.0,0.0,0.0
20222,101.36,02-0000000017,Фонарь ФПС 4/6 ПМ в комплекте с АЗУ,ед,0.0,0.0,1.0,3960.0,1.0,3960.0,0.0,0.0
20222,101.36,02-0000000017,Фонарь ФПС 4/6 ПМ в комплекте с АЗУ,ед,0.0,0.0,1.0,3960.0,1.0,3960.0,0.0,0.0
20222,101.36,02-0000000017,Фонарь ФПС 4/6 ПМ в комплекте с АЗУ,ед,0.0,0.0,1.0,3960.0,1.0,3960.0,0.0,0.0
20222,101.36,02-0000000017,Фотолюминисцентный план эвакуации 600х400мм на ПВХ подложке в алюминиевой рамке серебро матовое РН03,ед,0.0,0.0,1.0,2362.5,1.0,2362.5,0.0,0.0
20222,101.36,02-0000000017,Фотолюминисцентный план эвакуации 600х400мм на ПВХ подложке в алюминиевой рамке серебро матовое РН03,ед,0.0,0.0,1.0,2362.5,1.0,2362.5,0.0,0.0
20222,101.36,02-0000000017,Фотолюминисцентный план эвакуации 600х400мм на ПВХ подложке в алюминиевой рамке серебро матовое РН03,ед,0.0,0.0,1.0,2362.5,1.0,2362.5,0.0,0.0
20222,101.36,02-0000000017,Фотолюминисцентный план эвакуации 600х400мм на ПВХ подложке в алюминиевой рамке серебро матовое РН03,ед,0.0,0.0,1.0,2362.5,1.0,2362.5,0.0,0.0
20222,101.36,02-0000000017,Фотолюминисцентный план эвакуации 600х400мм на ПВХ подложке в алюминиевой рамке серебро матовое РН03,ед,0.0,0.0,1.0,2362.5,1.0,2362.5,0.0,0.0
20222,101.36,02-0000000017,Фотолюминисцентный план эвакуации 600х400мм на ПВХ подложке в алюминиевой рамке серебро матовое РН03,ед,0.0,0.0,1.0,2362.5,1.0,2362.5,0.0,0.0
20222,101.36,02-0000000017,Фотолюминисцентный план эвакуации 600х400мм на ПВХ подложке в алюминиевой рамке серебро матовое РН03,ед,0.0,0.0,1.0,2362.5,1.0,2362.5,0.0,0.0
20222,101.36,02-0000000017,Фотолюминисцентный план эвакуации 600х400мм на ПВХ подложке в алюминиевой рамке серебро матовое РН03,ед,0.0,0.0,1.0,2362.5,1.0,2362.5,0.0,0.0
20222,101.36,02-0000000017,"Холодильник ""Атлант""",ед,1.0,15000.0,,,,,1.0,15000.0
20222,101.36,02-0000000017,Холодильник ATLANT MX 2822-80,ед,1.0,27500.0,,,,,1.0,27500.0
20222,101.36,02-0000000017,"Холодильник ATLANT MX 5810-62, общий объем 285л, 60х63х150 см, однокамерный, без морозильника, белый",ед,5.0,70252.5,,,,,5.0,70252.5
20222,101.36,02-0000000017,"Холодильник CANDY CKBG 3350E встраиваемый, объем 206 л А+",ед,1.0,33750.0,,,,,1.0,33750.0
20222,101.36,02-0000000017,"Холодильник CANDY CKBG 3350E встраиваемый, объем 206 л А+",ед,1.0,33750.0,,,,,1.0,33750.0
20222,101.36,02-0000000017,"Холодильник INDESIT ST 167, двухкамерный, белый",ед,1.0,19533.72,,,,,1.0,19533.72
20222,101.36,02-0000000017,"Холодильник INDESIT ST 167, двухкамерный, белый",ед,1.0,19533.72,,,,,1.0,19533.72
20222,101.36,02-0000000017,"Холодильник INDESIT ST 167, двухкамерный, белый",ед,1.0,19533.72,,,,,1.0,19533.72
20222,101.36,02-0000000017,"Холодильник INDESIT ST 167, двухкамерный, белый",ед,1.0,19533.72,,,,,1.0,19533.72
20222,101.36,02-0000000017,"Холодильник INDESIT ST 167, общий объем 300л, верхняя морозильная камера 53л, 60",ед,1.0,16488.48,,,,,1.0,16488.48
20222,101.36,02-0000000017,"Холодильник INDESIT ST 167, общий объем 300л, верхняя морозильная камера 53л, 60",ед,1.0,16488.48,,,,,1.0,16488.48
20222,101.36,02-0000000017,"Холодильник INDESIT ST 167, общий объем 300л, верхняя морозильная камера 53л, 60",ед,1.0,16488.48,,,,,1.0,16488.48
20222,101.36,02-0000000017,"Холодильник INDESIT TT 85.005, общий объем 122л, морозильная камера 14л, 60x61,5x85 см, цвет дерево",ед,3.0,37026.0,,,,,3.0,37026.0
20222,101.36,02-0000000017,"Холодильник INDESIT TT 85.005, общий объем 122л, морозильная камера 14л, 60х62х8",ед,1.0,12525.19,,,,,1.0,12525.19
20222,101.36,02-0000000017,"Холодильник INDESIT TT 85.005, общий объем 122л, морозильная камера 14л, 60х62х8",ед,1.0,12525.19,,,,,1.0,12525.19
20222,101.36,02-0000000017,Холодильник встраиваемый АС-25В 350х395х458,ед,1.0,22930.0,,,,,1.0,22930.0
20222,101.36,02-0000000017,Чайник-термопот электрический REDMOND RTP - M801 3.5 л,ед,1.0,5844.0,,,,,1.0,5844.0
20222,101.36,02-0000000017,Чайник-термопот электрический REDMOND RTP - M801 3.5 л,ед,1.0,5844.0,,,,,1.0,5844.0
20222,101.36,02-0000000017,Шкаф - модуль напольный,ед,1.0,23179.87,,,,,1.0,23179.87
20222,101.36,02-0000000017,"Шкаф 92х44,6х79,2",ед,1.0,15500.0,,,,,1.0,15500.0
20222,101.36,02-0000000017,"Шкаф 92х44,6х79,2",ед,1.0,15500.0,,,,,1.0,15500.0
20222,101.36,02-0000000017,"Шкаф 92х44,6х79,2",ед,1.0,15500.0,,,,,1.0,15500.0
20222,101.36,02-0000000017,"Шкаф 92х44,6х79,2",ед,1.0,15500.0,,,,,1.0,15500.0
20222,101.36,02-0000000017,"Шкаф 92х44,6х79,2",ед,1.0,15500.0,,,,,1.0,15500.0
20222,101.36,02-0000000017,"Шкаф BRANDMAUER BM-1993 KL, металл. огнест.1950х930х520 мм,  взломостойкий",ед,1.0,83895.0,,,,,1.0,83895.0
20222,101.36,02-0000000017,Шкаф TLC 85.1 Кабинет для руководства,ед,1.0,10400.0,,,,,1.0,10400.0
20222,101.36,02-0000000017,Шкаф Valberg BM-1993 KL огнестойкий,ед,1.0,62910.0,,,,,1.0,62910.0
20222,101.36,02-0000000017,Шкаф архивный NL 1860х850х400,ед,1.0,13275.0,,,,,1.0,13275.0
20222,101.36,02-0000000017,Шкаф архивный NL 1860х850х400,ед,1.0,13275.0,,,,,1.0,13275.0
20222,101.36,02-0000000017,Шкаф архивный NL 1860х850х400,ед,1.0,13275.0,,,,,1.0,13275.0
20222,101.36,02-0000000017,Шкаф архивный NL 1860х850х400,ед,1.0,13275.0,,,,,1.0,13275.0
20222,101.36,02-0000000017,Шкаф архивный NL 1860х850х500,ед,1.0,15045.0,,,,,1.0,15045.0
20222,101.36,02-0000000017,Шкаф архивный NL 1860х850х500,ед,1.0,15045.0,,,,,1.0,15045.0
20222,101.36,02-0000000017,Шкаф архивный NL 1860х850х500,ед,1.0,15045.0,,,,,1.0,15045.0
20222,101.36,02-0000000017,Шкаф архивный NL 1860х850х500,ед,1.0,15045.0,,,,,1.0,15045.0
20222,101.36,02-0000000017,Шкаф архивный NL 1860х850х500,ед,1.0,15045.0,,,,,1.0,15045.0
20222,101.36,02-0000000017,Шкаф архивный NL 1860х850х500,ед,1.0,15045.0,,,,,1.0,15045.0
20222,101.36,02-0000000017,Шкаф архивный NL 1860х850х500,ед,1.0,15045.0,,,,,1.0,15045.0
20222,101.36,02-0000000017,Шкаф архивный NL 1860х850х500,ед,1.0,15045.0,,,,,1.0,15045.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,"Шкаф высокий 217*71,  дуб альпийский, Тандем",ед,0.0,0.0,1.0,9676.0,1.0,9676.0,0.0,0.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
20222,101.36,02-0000000017,Шкаф высокий Geradom GD-1123,ед,1.0,10300.0,,,,,1.0,10300.0
